"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
BRINKS DE COLOMBIA SA,860350234,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,634,627",,,SUPERVISOR; MACROSECTOR,SUPERVIGILANCIA; SERVICIOS,
VALORES Y CONTRATOS S.A. VALORCON S.A.                                                              ,800182330,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290,822,487",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
CERDOS DEL VALLE S.A.,805018495,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,053,036",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
HIDROCARBUROS DEL CASANARE SAS,900682561,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33,852,271",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
AZUL K S A,860000135,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,778,657",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
HEWLETT PACKARD COLOMBIA LTDA,800241958,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67,409,799",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
DHL  GLOBAL FORWARDING (COLOMBIA) S.A.S,860030380,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,387,525",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
ATENTO COLOMBIA S.A.                                                                                ,830065842,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,830,625",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CONSORCIO METALURGICO NACIONAL LTDA.                                   ,860002459,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,951,549",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
INPROQUIM S.A.S.,890938020,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,139,076",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ECOOPSOS,832000760,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-73,669,073",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
INDUSTRIAL FARMACEUTICA UNION DE VERTICES DE TECNOFARMA S.A.,800100610,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,682,798",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
TEXTILES LAFAYETTE S A S,860001965,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171,761,246",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MOTORES DEL VALLE  MOTOVALLE S A S,890301680,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,310,696",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SOBERANA S.A.S.,811022981,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,300,306",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
AMERISUR  EXPLORACION COLOMBIA LIMITADA,900089005,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,500,811",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
COMMERK SAS,800007955,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,669,187",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
UNION DE ARROCEROS S.A.S.,890700058,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,969,348",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MAKRO COMPUTO S A,800200336,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,941,901",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
MERCAMIO S.A.,900061224,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,992,626",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
INGRAM MICRO SAS,900561761,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,593,056",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
AGOFER S. A.S.,800216499,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,116,574",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SYNGENTA S A,830074222,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,572,784",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
LATINOAMERICANA DE CONSTRUCCIONES S.A.,800233881,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,767,226",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
MELEXA S A S,860531287,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,911,424",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
FUNDACION CARDIOVASCULAR DE COLOMBIA,890212568,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205,148,739",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
GOODYEAR DE COLOMBIA S A,860004855,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,665,962",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
FORTOX SA,860046201,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,466,717",,,SUPERVISOR; MACROSECTOR,SUPERVIGILANCIA; SERVICIOS,
DEPOSITO PRINCIPAL DE DROGAS LTDA,860514592,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,836,478",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
JORGE CORTES MORA Y CIA S A S,860078024,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,789,143",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
INTERNACIONAL DE VEHICULOS LTDA.                                                                    ,860040872,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,317,494",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CORPORACION DE ACERO CORPACERO S.A.S                                                                 ,860001899,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"251,269,835",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
INGENIERIA DE VIAS S. A.S.                                                        ,800186228,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,187,510",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
DURATEX S.A.,800047031,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,044,601",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PRODUCTOS ALIMENTICIOS DORIA S A S,860017055,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136,385,683",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
GLAXOSMITHKLINE CONSUMER HEALTHCARE COLOMBIA S A S,900809229,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,250,495",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GLAXOSMITHKLINE COLOMBIA S A,830012969,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,803,490",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ATC SITIOS DE COLOMBIA S.A.S,900377163,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"324,253,242",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
C.I. HERMECO S.A.                                                                                   ,890924167,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,509,842",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
TECNOFAR TQ S.A.S.*,817003055,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"181,762,076",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
INPROICO S. A.                                                                                      ,800148160,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,901,318,472",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
MASIVO CAPITAL SAS,900394791,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-40,483,237",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SUPPLA S.A.    ,890903295,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95,286,476",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
AUTONIZA S A,860069497,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,004,423",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SOCIEDAD DE COMERCIALIZACION INTERNACIONAL ANTIOQUEÑA DE EXPORTACIONES S.A.S,900332718,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,808,488",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
 C.I. CHEVRON EXPORT S.A.S ,830110347,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,906,124",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
QBCO S.A.                                                                               ,800012375,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,883,001",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
AVIDANTI SAS,800185449,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"148,174,375",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
ANTIOQUENA DE PORCINOS S.A.S,811019880,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154,598,487",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
BIOCOMBUSTIBLES SOSTENIBLES DEL CARIBE S.A.,900117087,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,417,295",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
CONTROLES EMPRESARIALES LTDA                                          ,800058607,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,891,957",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
C.I. DE METALES PRECIOSOS Y METALES COMUNES INVERSIONES GENERALES S.A                                                           ,811009244,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,612,027",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
C.I. SUPER DE ALIMENTOS S A,890805267,,,,,,,,Eje cafetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,569,590",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
VIDRIO ANDINO S A,830036921,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"239,526,237",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
DRYPERS ANDINA S.A.                                                                                 ,817002753,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81,254,127",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
AUTOMOTORA NACIONAL S A,860007884,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,084,808",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SMI COLOMBIA SAS,900738674,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,827,591",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CARVAJAL Y TECNOLOGÍA Y SERVICIOS S.A.S                                                                                     ,890321151,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105,188,710",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
AVICOLA LOS CAMBULOS LTDA. ,860058831,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,803,208",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
AGENCIA DE VIAJES Y TURISMO AVIATUR S  A,860000018,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,435,274",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COCA COLA SERVICIOS DE COLOMBIA S A,830047819,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,999,975",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
DISTRIBUCIONES AXA S.A.                                               ,800052534,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,013,996",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
NALCO DE COLOMBIA  LIMITADA,860030808,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,568,296",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CI ADM COLOMBIA LTDA,900291798,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,024,951",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
