"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/05/2014 13:20:11.000,,,,,248.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,6CEDF942-05DC-4624-9B54-D89790C7332D,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/05/2014 13:18:37.000,,,,,248.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,996D28B7-FA02-439B-9B66-E6846BB6ECB4,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/05/2014 13:19:23.000,,,,,248.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,C8358DFE-787D-43BF-B15A-AD76A68E9230,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/06/2014 10:57:10.000,,,,,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,E6141112-6387-4A5F-915C-0C5FFAB1218D,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,12/06/2014 10:59:46.000,,,,,"1,541.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,5B3C61C8-C177-461A-9EBD-BF7F75A34F77,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,23/07/2014 10:24:06.000,,,,,"1,883.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,5867B4EF-4A2A-4726-B2CE-7CC99D266F30,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,22/07/2014 12:18:45.000,,,,,"1,833.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,A8E950DB-2BA6-47DD-A39A-19498CF7D59D,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,22/07/2014 12:20:44.000,,,,,316.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,94243BEC-41BC-4E72-B0D3-B939870A0AB9,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,14/08/2014 12:53:45.000,,,,,316.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3AD696EA-8341-49B4-B730-AE7F556A3EAB,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,04/11/2014 16:43:01.000,,,,,"1,833.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,E3DB5D7E-59FD-479C-A1BB-AE1274A3827A,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,04/11/2014 16:44:27.000,,,,,316.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,30CC555D-3980-4364-836A-A7C46CF6E7C6,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,06/11/2014 18:33:32.000,,,,,"1,883.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,835822AE-FC95-4133-B12B-ED03FF4BCFB5,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,06/11/2014 14:11:09.000,,,,,"2,641.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,7B2204B0-87B3-45E1-B0F0-41DE3BCA8CBA,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,24/03/2015 14:47:04.000,,,,,491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,3A02D144-CABA-4974-AD13-7BC62DF56B0A,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/04/2015 12:48:50.000,,,,,491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,4B5427CB-4440-4ED0-B428-52AC301BC335,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,08/04/2015 12:50:50.000,,,,,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,0611AC56-14A4-472D-9125-3CF86F4AA884,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,24/04/2015 13:45:53.000,,,,,491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,0898A471-3F9F-43A8-BC99-281097BED9F7,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,18/06/2015 12:33:59.000,,,,,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,38D70B44-DE52-4A46-AD60-F4353B21C0BE,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,18/06/2015 12:38:18.000,,,,,491.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,2B5668AD-B1E2-4F58-80D2-2A591747451C,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,30/09/2015 14:47:11.000,,,,,"1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,711EFECF-7584-4F29-A8B5-9C122FC9C20B,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,30/09/2015 14:27:35.000,,,,,"1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,4EF30058-8B38-4A6A-87D2-0FC104F888CC,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,30/09/2015 14:30:33.000,,,,,"1,442.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,A01E72A2-7DA8-4A26-9463-695CE0117339,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,03/11/2015 13:52:25.000,,,,,"7,749.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,5AB57056-FF09-4019-A88D-2926E868CA21,HOSPITAL ÁNGEL ALBINO CORZO
GRUPO SOLUCION MERCANTIL DE MEXICO S.A. DE C.V.,GSM1112233X6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INSTITUTO DE SALUD,,20/11/2015 13:17:16.000,,,,,258.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOLIO FISCAL,4A77C014-BB09-4085-A8CC-5DF73941E12E,HOSPITAL ÁNGEL ALBINO CORZO
